id,comment
@ivorylee,드라이브가고싶당 노래랑 영상이랑 넘 좋아요!
@dmam_,"악 드라이브 플리,.. 다 너무 좋습니다… ㅜㅜ"
@parkgold1,와 시험공부 중인데 너무 노래가 좋아요
@Mfive22,Good. This playlist is perfect
@winkyidol08.03,좋은 음악 감사합니다♡
@user-vh5vc3cb7f,첫곡이랑 영상 진짜...찰떡..
@chris-xh9eg,여행 끝나고 공항에서 비행기 기다리는데 이 플리를 들어버렸다 다시 비행기 예약한다
@siyoungyou2564,매일매일 일 하면서 듣고 있다는~ 일 집중 잘되고요 때껄룩님 감사하고요
@user-ly6fc3jx8w,틀어놓고 한잔 하고 있어요   술도 안주도 맛없는 기분인데 음악은 맛있네요  오늘의 위안은 술이 아니라때껄룩님 음악 같아요 
@user-fk5zw7lb7k,와 모음집 너무 좋아요
@user-gx8xk7sl8d,개좋아 진심..
@chebiphea,제일 좋아하는 플리였는데 다시 올라왔군요ㅎㅎ
@user-gj2kk4pd5i,플레이 리스트 넘 좋아서 바로 구독 눌렀습니당 
@xoxo940910,첫곡부터 존나 영상이랑 어울린다퇴근길에 딱 영상처럼 노을+어스름한 하늘빛 보면서 창문 열어놓고 바람쐬며 양화대교를 지나쳐~~~~ 크...그게 금요일이라면 더할나위 없이 행복하겠다
@bbombbom,"첫곡부터 마쳣잖아요,.. 딱 내가 원하는 감성... ?"
@kmj6083,첫 곡 넘 좋아요 
@ryuuu9777,전부 다 좋은 곡이라 넘어갈 곡이 없네~!
@user-gh5my7kv9n,사실 이건 드라이브 안해도 드라이브하는 거 같아서 조아 … ^^
@user-vs9bh4oi2m,차크닉와서 차에 누워있는데 ㅋ음악들으니 급 드라이브 가고싶어지네
@soyeoreum,"소중하다,.. 때껄룩 채널 옛날 기억도 나고"
@GOLD2504,음 좋네요...끓어오르던 마음이 차분해 지는 느낌이네요. 여행 가고 싶네요 갑자기
@user-ks9nm6mj8q,여행 갈때는 그렇게도 신나는데 여행 끝나고 집 돌아올때는 또 지치잖아 그 때 딱 창문 열고 시원한 바람이 얼굴 스치고 노을도 핑크빛으로 물들은 거 보면 너무 기분이 몽글몽글 하더라 수많은 도시 불빛들 속에서 차타고 달리는 기분이 말로 표현하기 여려운 감정을 주더라고++ 헉 좋아요 117..?
@-jee1996,드라이빙 시리즈 모음집 센스  넘모 조쿠요
@stepupmanager4070,첫곡은 언제 들어도 한강가고 싶어지는(?) 느낌을 준단마랴..
@user-ph9ur5yv6f,내가 좋아하는 노래만 있다 어쩜 좋아 sincerity is scary까지
@boygood1053,첫곡 멜로디 듣자마자 따봉 눌렀습니다 감사합니다
@user-bz4hh6ni5z,내가 이걸로 때껄룩을 알게 됐지 스위트커피로 시작하는 플리도 덕분에 참 좋아하는 플리입니다
@user-br8jb9gr2r,노래 정말 좋네요.. 타고 있는 모닝이 벤츠가 되는 느낌이에요
@user-vj5gz6mb5b,음질대박~~♡
@user-ke4xd3yt4g,너무 좋아요
@user-jf3hm6mr8d,카세트 테잎 늘어 날때까지 듣고 싶으다 ㅎㅎ
@SeoulGameRoom,너무 좋다
@ubermensch5059,불과 며칠 전에도 이거 들으려고 왔었다 안보여서 아쉬웠는데 다시 올려주시다니 더욱 열심히 들어보겠습니다
@user-mt8ne8st6o,진짜 막 스윗한 팝송 그런 느끼한거 개싫어하는데 leave before you love me 하고 cheers는 미쳤다;
@TheJH777,이런 영상이 있는것도 대박이다ㄷㄷ
@mjp8914,최애리스트들
@user-fj2oo2oi7j,개좋네...
@yeonjuyeonju,길게 다시 올려주셔서 사랑합니다
@user-ev5tn4cu5g,한때너무들어  고막이 너덜너덜 해진  곡들이네그래도좋다.땡스
@user-ll7zo2lg8f,오케이 기성이랑 드라이브 할 때 무조건 이 플리
@essence2034,이 채널의 커뮤니티는 최고입니다. 독성이 없으며 여기 있는 임의의 사람들이 자신의 이야기와 생각을 식히고 남길 수 있습니다. 이 글을 읽는 사람은 인생에서 멋진 여행을 할 수 있기를 바랍니다 :)
@user-xc7dh9cn8p,풀버전 더더 풀버전을 원합니다.
@Vesculture,재생목록 너무 비슷해서 깜짝 놀라고 구독하고 갑니다;
@user-kd2ql8fb9t,Saint Motel의 Preach 도 정말 드라이브 전용 노래입니다. 한번만 들어주세요 다들 제가 이 노래 안좋으면 내 손에 장을 지짐
@moon7461,좋은음악감사해요
@Jane-zp8zn,책 읽으면서 틀어놨는데 책을 못 읽겠네요.저절로 노래 감상하게 되요.노래 들으면서 드라이브 가는 상상을 해봅니다.책상 앞에 앉아서.. >_<
@user-yt2cl5vz3w,잘 듣고있습니다
@Bebek-xf9yi,최고다 완-벽!
@user-pb8qr7ho6r,ㅋㅋㅋ  옆차선에서 노래 제목 알켜달래 ㅋㅋ 이름 잘 지었네요
@user-bt6sp8eg3x,저 때껄룩님 보고 립비포유럽미 좋아하게됐는데ㅠㅠㅠㅠㅠㅠㅠ
@Ji-eunchillmood,나는 이것을 공유할 수 있는 사람을 만나기를 기다릴 수 없습니다. 나만큼 이 음악을 즐기는 사람을 몰라
@AMUKIM-hi9pf,잘 들을께요~
@JungGeumbi,하 기말인데 이 노래 듣고 다행히 죽진 않겠네요
@JameStar1004,드라이브할때 듣기좋은 노래플레이리스트입니다~?? 모두 즐거운 하루 보내세요~https://youtu.be/Y8lToQv1sS4
@thinreviewerkim233,첫곡이 듣게 만드네요......
@user-nh1ip6nt6s,이 노래 틀고 운전하니까 뒷차가 쌍라이트 키고 빵빵 거리더니 옆차선으로 와서는 ...
@hogidesign,때껄룩에 입문하게 된 플리였어요
@user-op1dk5mf8u,USB에  넣어서 차에서 듣고싶은데요 .  어떻게 하면 될가요 ? ㅠㅠ
@ChillinMood12,
@user-um9dt1zi8z,"아침 축근 길 ,  자동 차 운전으로 출근 하시는 분 들  ,  음악 감상하며 , 오늘 , 하루 도  화이팅 입니다 ...,태양의   남자  ,     이부형 이 가 ...,"
@user-dh2bq4po7y,때껄룩님 챕터 잘못 표시돼있는건가요?
@user-rg5hg1cj9f,최고
@NoCopyrightMusic16,Sounds good
@user-fv1sx5kh1d,드라이브 플리 하나더 잇지 않았나요 ㅠ?
@iutopiau,아 중복인가했는데 총모음이였균
@villapiano654,
@djsunga8851,"lol around the one hour mark, the driving scenes are in Las Vegas. I wonder what other cities are featured in these clips."
@globaltvex12,혹시 운전은 물론은 없나요? 첫곡이 finer things 였던거같은데…
@user-tp4bc9dc5s,오늘 내 하늘은 때껄룩이 다그렸다
@yys494,
@muk474,다 좋다
@DAE_JEON_,하아아ㅏㅏㅏㅏㅏ 미쳤어요오오
@civiem2149,Nice
@ramenkim4411,좋아유
@minjin1158,
@moon7461,????
@L-POP,옆차선에서 노래 소리 줄이고 조용히 좀 다니라고 하네요
@judyannmartin4039,NICE
@moon7461,달리자요~~~~~♡♡
@sincerityisscary7,뭐냐 방금 이거 듣고 있었는데 ㅋㅋㅋㅋㅋㅋㅋ 모음집으로 올라왔네 ㅋㅋㅋ
@user-db9is8wb4t,옛날에 이 영상 본거같은데..?!?! 첫곡도 똑같은거같은데?! 그때 내가 분명 좋아요 눌렀는데
@jyh5027-jwonder,이것만 mp3 추출이 안대네
@marketg1612,세번째쯤 피치 나온거 보곤 바로 구독 등 손절함
@user-ej3de3lq2f,1시 43분 쯤에 병맛노래 잇네요
@bitnanun,갓본 석양보소
@kwakhea,이거지 이거지~
@user-tf6uh7mk5b,3:34:11
@gksdkflkwlkrfwoegw,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
@user-xt5qb1bs9v,3:34:10
@user-dy7nt9mp8n,론리 더위크앤드꺼아님?
@user-tc8cz4ei8c,3:35:00
@user-dv1se4fz6u,서울에서 남원까지 간드아
@user-vj8ff7jt4f,1:30:39
@user-iz7jj8dv7j,아니   토카줌  니들때문에 몰래 보다가 여친한테 걸림 어떻할꺼냐
@esfp8585,19:09
@user-vv6un4kx7m,20:00
@user-wm8tw2nq8v,10:32
@user-dp4cz5hg3w,오옹
@user-nw2zb2cs4x,영상 한국인가요?
@ahhsooni,1:43:11  Imagine Dragons - Monday노래 개ㅈ같음
@artjet838,ㄴㄱㄴ
@origino4699,머임 왜예전꺼 또올리심
@user-cm3iz1cf1m,데자뷰없네
@user-ib1ev4lr2p,먼ㄴ일이고
@artjet838,ㅅㄴㄷㅇ
@user-iu3jl7bx7c,ㄹ1
@user-zk6ft4ex7z,d
@user-dd5kd3xl4d,3:34:11
@user-rp9hy2iy4j,3:34:11
