id,comment
@PlaylistCurator,"오랜만이야. 사랑한다. TIME LINE 00:00 적재 - 나랑 같이 걸을래 (바른연애 길잡이 X 적재)00:00 적재 - 나랑 같이 걸을래 (바른연애 길잡이 X 적재)03:47 존박 - Falling03:47 존박 - Falling07:29 죠지 - 바라봐줘요07:29 죠지 - 바라봐줘요11:40 임상현 - 비가 오던 밤11:40 임상현 - 비가 오던 밤15:37 10CM - 이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM)15:37 10CM - 이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM)18:45 지코 (ZICO) - 사랑이었다 (Feat. 루나 of f(x))18:45 지코 (ZICO) - 사랑이었다 (Feat. 루나 of f(x))23:15 폴킴 - 너를 만나23:15 폴킴 - 너를 만나27:54 데이먼스 이어 (Damons Year) - yours27:54 데이먼스 이어 (Damons Year) - yours30:39 백예린 - 031030:39 백예린 - 031034:37 개코, 권진아 - 마음이 그래34:37 개코, 권진아 - 마음이 그래38:18 샘김 (Sam Kim) - Love Me Like That38:18 샘김 (Sam Kim) - Love Me Like That41:49 오존 (O3ohn) - 우리 사이 은하수를 만들어41:49 오존 (O3ohn) - 우리 사이 은하수를 만들어45:13 우효 - 민들레 (single ver.)45:13 우효 - 민들레 (single ver.)49:25 크래커 (CRACKER) - 너의 바다 (Feat. 김호연)49:25 크래커 (CRACKER) - 너의 바다 (Feat. 김호연)52:44 검정치마 - EVERYTHING52:44 검정치마 - EVERYTHING57:37 초승 (CHOSNG) - see you there57:37 초승 (CHOSNG) - see you there1:00:37 선우정아 - 도망가자 (Run With Me)1:00:37 선우정아 - 도망가자 (Run With Me)1:05:07 멜로망스 - 선물1:05:07 멜로망스 - 선물1:09:28 주영 - 처음 (Feat. SOLE)1:09:28 주영 - 처음 (Feat. SOLE)1:12:53 구원찬 - 너는 어떻게 (Feat. 백예린)1:12:53 구원찬 - 너는 어떻게 (Feat. 백예린)1:17:03 적재 - 잘 지내1:17:03 적재 - 잘 지내1:20:35 이영훈 - 일종의 고백1:20:35 이영훈 - 일종의 고백1:24:18 SOLE (쏠) - Slow1:24:18 SOLE (쏠) - Slow1:28:20 정아로 - 마음1:28:20 정아로 - 마음1:31:45 소수빈 - 잘 되길 바랄게1:31:45 소수빈 - 잘 되길 바랄게1:35:17 구름 - 지금껏 그랬듯 앞으로도 계속1:35:17 구름 - 지금껏 그랬듯 앞으로도 계속1:39:11 제휘 - Dear Moon1:39:11 제휘 - Dear Moon1:44:10 성시경 - 너의 모든 순간1:44:10 성시경 - 너의 모든 순간1:48:13 권진아 - 위로1:48:13 권진아 - 위로1:51:30 존박 - 이게 아닌데1:51:30 존박 - 이게 아닌데1:55:37 Colde (콜드) - 또 새벽이 오면 (Feat. 백현 (BAEKHYUN))1:55:37 Colde (콜드) - 또 새벽이 오면 (Feat. 백현 (BAEKHYUN))1:59:35 그래쓰 (GRASS) - 와락1:59:35 그래쓰 (GRASS) - 와락2:02:52 죠지 - 좋아해.. (바른연애 길잡이 X 죠지)2:02:52 죠지 - 좋아해.. (바른연애 길잡이 X 죠지)2:07:00 크래커 (CRACKER) - 크래커2:07:00 크래커 (CRACKER) - 크래커2:10:21 샘김 (Sam Kim) - 향기2:10:21 샘김 (Sam Kim) - 향기2:14:20 김뮤지엄 (KIMMUSEUM) - 우린 이미2:14:20 김뮤지엄 (KIMMUSEUM) - 우린 이미2:18:18 네이비쿼카 (NavyQuokka) - Sometimes2:18:18 네이비쿼카 (NavyQuokka) - Sometimes2:21:29 최유리 - 동그라미2:21:29 최유리 - 동그라미2:26:24 그래쓰 (GRASS) - babyblue2:26:24 그래쓰 (GRASS) - babyblue2:30:12 초승 (CHOSNG) - 호수2:30:12 초승 (CHOSNG) - 호수2:34:21 Crush - 잘자 (Feat. Zion.T)2:34:21 Crush - 잘자 (Feat. Zion.T)2:38:04 정바스 - 밤이라서 하는 말 (Feat. Jozu)2:38:04 정바스 - 밤이라서 하는 말 (Feat. Jozu)"
@hotson8282,요즘 내가 좋아하는 분위기가 있는데 그 분위기를 더 극대화 시켜주는 플리같다 넘 좋아요!!
@hunyoon3253,노래 너무좋아요~ㅠㅠ 요즘 날씨많이 풀렸는데 요즘 날씨랑 딱 잘맞아요 힐링된다 ㅠㅠ
@oioi_iiililiiil,비가 오던 밤 여기서 처음 들었는데 진짜 좋네요 
@user-zu4od4qi9c,와 진짜 제목 그대로 누워서 듣다가 나오는 노래들이 다 너무 좋아서 일어났어요...대박
@user-pb3jr5wz1j,우연히 들렸었을 뿐인데 마음이 술렁거리는 음악들에 저도 모르게 듣고 또 듣고 있더라고요. 행복한 시간 만들어 주셔서 감사합니다^^
@user-gj8ym6vz4b,진짜..한곡 한곡 넘어갈 때마다 심콩해요 진짜로..사랑합니다...
@jeong1607,"딱 제가 좋아하는 노래들이에요… 진짜 힐링되는 느낌,. …제 취향입니당.., 넘 좋아요"
@user-pg9tj4xz1j,우연히 들었는데 한곡한곡 다 제스타일만 모여있네요 너무좋아요 정말.. 회사에서도 듣고 혼술할때도 듣고 그냥 다 좋아요 최고...ㅜㅜ
@eunjic5231,아무 생각하기 싫고 누워 있고 싶을 때 듣기 좋은 플리 비 오는 날에 들어도 좋네요 :-)
